year,round,type,institute,program,quota,category,gender,orank,crank
2017,7,"IIT","Indian Institute of Technology Delhi","Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",639,675
2017,7,"IIT","Indian Institute of Technology Delhi","Chemical Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",949,1780
2017,7,"IIT","Indian Institute of Technology Delhi","Chemical Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",63,63
2017,7,"IIT","Indian Institute of Technology Delhi","Chemical Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",634,986
2017,7,"IIT","Indian Institute of Technology Delhi","Chemical Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","NA",64,64
2017,7,"IIT","Indian Institute of Technology Delhi","Chemical Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",207,671
2017,7,"IIT","Indian Institute of Technology Delhi","Chemical Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",157,300
2017,7,"IIT","Indian Institute of Technology Delhi","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OPEN","NA",1984,2876
2017,7,"IIT","Indian Institute of Technology Delhi","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OPEN (PwD)","NA",81,81
2017,7,"IIT","Indian Institute of Technology Delhi","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OBC-NCL","NA",1021,1489
2017,7,"IIT","Indian Institute of Technology Delhi","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","SC","NA",583,866
2017,7,"IIT","Indian Institute of Technology Delhi","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","ST","NA",404,421
2017,7,"IIT","Indian Institute of Technology Delhi","Civil Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",1341,2869
2017,7,"IIT","Indian Institute of Technology Delhi","Civil Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",52,59
2017,7,"IIT","Indian Institute of Technology Delhi","Civil Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",486,980
2017,7,"IIT","Indian Institute of Technology Delhi","Civil Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","NA",35,35
2017,7,"IIT","Indian Institute of Technology Delhi","Civil Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",226,532
2017,7,"IIT","Indian Institute of Technology Delhi","Civil Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",10,53
2017,7,"IIT","Indian Institute of Technology Delhi","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",3,104
2017,7,"IIT","Indian Institute of Technology Delhi","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",3,3
2017,7,"IIT","Indian Institute of Technology Delhi","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",21,67
2017,7,"IIT","Indian Institute of Technology Delhi","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","NA",4,4
2017,7,"IIT","Indian Institute of Technology Delhi","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",17,35
2017,7,"IIT","Indian Institute of Technology Delhi","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",5,25
2017,7,"IIT","Indian Institute of Technology Delhi","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OPEN","NA",78,154
2017,7,"IIT","Indian Institute of Technology Delhi","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OPEN (PwD)","NA",13,13
2017,7,"IIT","Indian Institute of Technology Delhi","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OBC-NCL","NA",72,117
2017,7,"IIT","Indian Institute of Technology Delhi","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","SC","NA",47,53
2017,7,"IIT","Indian Institute of Technology Delhi","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","ST","NA",70,75
2017,7,"IIT","Indian Institute of Technology Delhi","Electrical Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",226,416
2017,7,"IIT","Indian Institute of Technology Delhi","Electrical Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",22,22
2017,7,"IIT","Indian Institute of Technology Delhi","Electrical Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",108,203
2017,7,"IIT","Indian Institute of Technology Delhi","Electrical Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",36,106
2017,7,"IIT","Indian Institute of Technology Delhi","Electrical Engineering (4 Years, Bachelor of Technology)","AI","SC (PwD)","NA",5,5
2017,7,"IIT","Indian Institute of Technology Delhi","Electrical Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",1,43
2017,7,"IIT","Indian Institute of Technology Delhi","Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)","AI","OPEN","NA",467,928
2017,7,"IIT","Indian Institute of Technology Delhi","Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",293,484
2017,7,"IIT","Indian Institute of Technology Delhi","Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","NA",26,26
2017,7,"IIT","Indian Institute of Technology Delhi","Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)","AI","SC","NA",214,270
2017,7,"IIT","Indian Institute of Technology Delhi","Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)","AI","ST","NA",69,113
2017,7,"IIT","Indian Institute of Technology Delhi","Engineering Physics (4 Years, Bachelor of Technology)","AI","OPEN","NA",1244,2433
2017,7,"IIT","Indian Institute of Technology Delhi","Engineering Physics (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",126,126
2017,7,"IIT","Indian Institute of Technology Delhi","Engineering Physics (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",704,1466
2017,7,"IIT","Indian Institute of Technology Delhi","Engineering Physics (4 Years, Bachelor of Technology)","AI","SC","NA",463,764
2017,7,"IIT","Indian Institute of Technology Delhi","Engineering Physics (4 Years, Bachelor of Technology)","AI","ST","NA",465,613
2017,7,"IIT","Indian Institute of Technology Delhi","Mathematics and Computing (4 Years, Bachelor of Technology)","AI","OPEN","NA",207,329
2017,7,"IIT","Indian Institute of Technology Delhi","Mathematics and Computing (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",23,23
2017,7,"IIT","Indian Institute of Technology Delhi","Mathematics and Computing (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",136,232
2017,7,"IIT","Indian Institute of Technology Delhi","Mathematics and Computing (4 Years, Bachelor of Technology)","AI","SC","NA",66,150
2017,7,"IIT","Indian Institute of Technology Delhi","Mathematics and Computing (4 Years, Bachelor of Technology)","AI","ST","NA",95,109
2017,7,"IIT","Indian Institute of Technology Delhi","Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OPEN","NA",332,394
2017,7,"IIT","Indian Institute of Technology Delhi","Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OBC-NCL","NA",234,260
2017,7,"IIT","Indian Institute of Technology Delhi","Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OBC-NCL (PwD)","NA",36,36
2017,7,"IIT","Indian Institute of Technology Delhi","Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","SC","NA",159,212
2017,7,"IIT","Indian Institute of Technology Delhi","Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","ST","NA",83,169
2017,7,"IIT","Indian Institute of Technology Delhi","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",445,944
2017,7,"IIT","Indian Institute of Technology Delhi","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",21,21
2017,7,"IIT","Indian Institute of Technology Delhi","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",210,452
2017,7,"IIT","Indian Institute of Technology Delhi","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","NA",34,34
2017,7,"IIT","Indian Institute of Technology Delhi","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",11,188
2017,7,"IIT","Indian Institute of Technology Delhi","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",24,60
2017,7,"IIT","Indian Institute of Technology Delhi","Production and Industrial Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",1694,2637
2017,7,"IIT","Indian Institute of Technology Delhi","Production and Industrial Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",116,116
2017,7,"IIT","Indian Institute of Technology Delhi","Production and Industrial Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",905,1517
2017,7,"IIT","Indian Institute of Technology Delhi","Production and Industrial Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",584,1046
2017,7,"IIT","Indian Institute of Technology Delhi","Production and Industrial Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",427,471
2017,7,"IIT","Indian Institute of Technology Delhi","Textile Technology (4 Years, Bachelor of Technology)","AI","OPEN","NA",3481,5161
2017,7,"IIT","Indian Institute of Technology Delhi","Textile Technology (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",193,193
2017,7,"IIT","Indian Institute of Technology Delhi","Textile Technology (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",1700,2787
2017,7,"IIT","Indian Institute of Technology Delhi","Textile Technology (4 Years, Bachelor of Technology)","AI","SC","NA",1355,1809
2017,7,"IIT","Indian Institute of Technology Delhi","Textile Technology (4 Years, Bachelor of Technology)","AI","ST","NA",445,725
2017,7,"IIT","Indian Institute of Technology Indore","Civil Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",5744,7258
2017,7,"IIT","Indian Institute of Technology Indore","Civil Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",2022,2292
2017,7,"IIT","Indian Institute of Technology Indore","Civil Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",841,1125
2017,7,"IIT","Indian Institute of Technology Indore","Civil Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",262,395
2017,7,"IIT","Indian Institute of Technology Indore","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",848,1500
2017,7,"IIT","Indian Institute of Technology Indore","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",32,32
2017,7,"IIT","Indian Institute of Technology Indore","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",371,594
2017,7,"IIT","Indian Institute of Technology Indore","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","NA",22,22
2017,7,"IIT","Indian Institute of Technology Indore","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",249,351
2017,7,"IIT","Indian Institute of Technology Indore","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC (PwD)","NA",13,13
2017,7,"IIT","Indian Institute of Technology Indore","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",216,309
2017,7,"IIT","Indian Institute of Technology Indore","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST (PwD)","NA",2,2
2017,7,"IIT","Indian Institute of Technology Indore","Electrical Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",2742,3770
2017,7,"IIT","Indian Institute of Technology Indore","Electrical Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",113,113
2017,7,"IIT","Indian Institute of Technology Indore","Electrical Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",1306,1550
2017,7,"IIT","Indian Institute of Technology Indore","Electrical Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","NA",59,59
2017,7,"IIT","Indian Institute of Technology Indore","Electrical Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",571,938
2017,7,"IIT","Indian Institute of Technology Indore","Electrical Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",301,407
2017,7,"IIT","Indian Institute of Technology Indore","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",3870,4771
2017,7,"IIT","Indian Institute of Technology Indore","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",130,130
2017,7,"IIT","Indian Institute of Technology Indore","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",1060,1706
2017,7,"IIT","Indian Institute of Technology Indore","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",506,992
2017,7,"IIT","Indian Institute of Technology Indore","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",333,409
2017,7,"IIT","Indian Institute of Technology Indore","Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)","AI","OPEN","NA",7054,8864
2017,7,"IIT","Indian Institute of Technology Indore","Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",244,244
2017,7,"IIT","Indian Institute of Technology Indore","Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",2822,3272
2017,7,"IIT","Indian Institute of Technology Indore","Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)","AI","SC","NA",1640,1837
2017,7,"IIT","Indian Institute of Technology Indore","Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)","AI","ST","NA",845,948
2017,7,"IIT","Indian Institute of Technology Kharagpur","Aerospace Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",2732,3451
2017,7,"IIT","Indian Institute of Technology Kharagpur","Aerospace Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",1055,1485
2017,7,"IIT","Indian Institute of Technology Kharagpur","Aerospace Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",301,832
2017,7,"IIT","Indian Institute of Technology Kharagpur","Aerospace Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",372,378
2017,7,"IIT","Indian Institute of Technology Kharagpur","Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OPEN","NA",3506,3821
2017,7,"IIT","Indian Institute of Technology Kharagpur","Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OPEN (PwD)","NA",136,136
2017,7,"IIT","Indian Institute of Technology Kharagpur","Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OBC-NCL","NA",1522,1645
2017,7,"IIT","Indian Institute of Technology Kharagpur","Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","SC","NA",732,778
2017,7,"IIT","Indian Institute of Technology Kharagpur","Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","ST","NA",422,422
